make,model,mfg_year,emission_standard,fuel_delivery_system,fuel_tank_material,max_safe_ethanol_pct,source_reference
TVS,Zest 110,2024,BS6-Phase2,Fuel_Injection,Steel,20,TVS India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Suzuki,Access 125,2016,BS3,Carburettor,Steel,5,Suzuki India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Suzuki,Access 125,2019,BS4,Carburettor,Steel,10,Suzuki India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Suzuki,Access 125,2022,BS6,Fuel_Injection,Steel,10,Suzuki India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Suzuki,Access 125,2024,BS6-Phase2,Fuel_Injection,Steel,20,Suzuki India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Suzuki,Burgman Street,2016,BS3,Carburettor,Steel,5,Suzuki India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Suzuki,Burgman Street,2019,BS4,Carburettor,Steel,10,Suzuki India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Suzuki,Burgman Street,2022,BS6,Fuel_Injection,Steel,10,Suzuki India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Suzuki,Burgman Street,2024,BS6-Phase2,Fuel_Injection,Steel,20,Suzuki India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Suzuki,Swish,2016,BS3,Carburettor,Steel,5,Suzuki India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Suzuki,Swish,2019,BS4,Carburettor,Steel,10,Suzuki India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Suzuki,Swish,2022,BS6,Fuel_Injection,Steel,10,Suzuki India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Suzuki,Swish,2024,BS6-Phase2,Fuel_Injection,Steel,20,Suzuki India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Bajaj,Chetak,2016,BS3,Carburettor,Steel,5,Bajaj India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Bajaj,Chetak,2019,BS4,Carburettor,Steel,10,Bajaj India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Bajaj,Chetak,2022,BS6,Fuel_Injection,Steel,10,Bajaj India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Bajaj,Chetak,2024,BS6-Phase2,Fuel_Injection,Steel,20,Bajaj India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Yamaha,Fascino,2016,BS3,Carburettor,Steel,5,Yamaha India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Yamaha,Fascino,2019,BS4,Carburettor,Steel,10,Yamaha India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Yamaha,Fascino,2022,BS6,Fuel_Injection,Steel,10,Yamaha India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Yamaha,Fascino,2024,BS6-Phase2,Fuel_Injection,Steel,20,Yamaha India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Yamaha,Ray ZR,2016,BS3,Carburettor,Steel,5,Yamaha India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Yamaha,Ray ZR,2019,BS4,Carburettor,Steel,10,Yamaha India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Yamaha,Ray ZR,2022,BS6,Fuel_Injection,Steel,10,Yamaha India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Yamaha,Ray ZR,2024,BS6-Phase2,Fuel_Injection,Steel,20,Yamaha India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Hero,Pleasure Plus,2016,BS3,Carburettor,Steel,5,Hero India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Hero,Pleasure Plus,2019,BS4,Carburettor,Steel,10,Hero India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Hero,Pleasure Plus,2022,BS6,Fuel_Injection,Steel,10,Hero India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Hero,Pleasure Plus,2024,BS6-Phase2,Fuel_Injection,Steel,20,Hero India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Hero,Maestro Edge,2016,BS3,Carburettor,Steel,5,Hero India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Hero,Maestro Edge,2019,BS4,Carburettor,Steel,10,Hero India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Hero,Maestro Edge,2022,BS6,Fuel_Injection,Steel,10,Hero India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Hero,Maestro Edge,2024,BS6-Phase2,Fuel_Injection,Steel,20,Hero India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Hero,Destini 125,2016,BS3,Carburettor,Steel,5,Hero India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Hero,Destini 125,2019,BS4,Carburettor,Steel,10,Hero India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Hero,Destini 125,2022,BS6,Fuel_Injection,Steel,10,Hero India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Hero,Destini 125,2024,BS6-Phase2,Fuel_Injection,Steel,20,Hero India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Hero,Splendor Plus,2016,BS3,Carburettor,Steel,5,Hero India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Hero,Splendor Plus,2019,BS4,Carburettor,Steel,10,Hero India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Hero,Splendor Plus,2022,BS6,Fuel_Injection,Steel,10,Hero India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Hero,Splendor Plus,2024,BS6-Phase2,Fuel_Injection,Steel,20,Hero India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Hero,Splendor iSmart,2016,BS3,Carburettor,Steel,5,Hero India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Hero,Splendor iSmart,2019,BS4,Carburettor,Steel,10,Hero India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Hero,Splendor iSmart,2022,BS6,Fuel_Injection,Steel,10,Hero India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Hero,Splendor iSmart,2024,BS6-Phase2,Fuel_Injection,Steel,20,Hero India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Hero,HF Deluxe,2016,BS3,Carburettor,Steel,5,Hero India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Hero,HF Deluxe,2019,BS4,Carburettor,Steel,10,Hero India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Hero,HF Deluxe,2022,BS6,Fuel_Injection,Steel,10,Hero India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Hero,HF Deluxe,2024,BS6-Phase2,Fuel_Injection,Steel,20,Hero India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Hero,Glamour,2016,BS3,Carburettor,Steel,5,Hero India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Hero,Glamour,2019,BS4,Carburettor,Steel,10,Hero India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Hero,Glamour,2022,BS6,Fuel_Injection,Steel,10,Hero India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Hero,Glamour,2024,BS6-Phase2,Fuel_Injection,Steel,20,Hero India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Hero,Passion Pro,2016,BS3,Carburettor,Steel,5,Hero India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Hero,Passion Pro,2019,BS4,Carburettor,Steel,10,Hero India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Hero,Passion Pro,2022,BS6,Fuel_Injection,Steel,10,Hero India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Hero,Passion Pro,2024,BS6-Phase2,Fuel_Injection,Steel,20,Hero India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Hero,Xtreme 160R,2016,BS3,Carburettor,Steel,5,Hero India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Hero,Xtreme 160R,2019,BS4,Carburettor,Steel,10,Hero India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Hero,Xtreme 160R,2022,BS6,Fuel_Injection,Steel,10,Hero India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Hero,Xtreme 160R,2024,BS6-Phase2,Fuel_Injection,Steel,20,Hero India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Hero,Xpulse 200,2016,BS3,Carburettor,Steel,5,Hero India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Hero,Xpulse 200,2019,BS4,Carburettor,Steel,10,Hero India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Hero,Xpulse 200,2022,BS6,Fuel_Injection,Steel,10,Hero India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Hero,Xpulse 200,2024,BS6-Phase2,Fuel_Injection,Steel,20,Hero India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Hero,Super Splendor,2016,BS3,Carburettor,Steel,5,Hero India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Hero,Super Splendor,2019,BS4,Carburettor,Steel,10,Hero India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Hero,Super Splendor,2022,BS6,Fuel_Injection,Steel,10,Hero India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Hero,Super Splendor,2024,BS6-Phase2,Fuel_Injection,Steel,20,Hero India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Shine,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Shine,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Shine,2022,BS6,Fuel_Injection,Steel,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Shine,2024,BS6-Phase2,Fuel_Injection,Steel,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,SP 125,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,SP 125,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,SP 125,2022,BS6,Fuel_Injection,Steel,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,SP 125,2024,BS6-Phase2,Fuel_Injection,Steel,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Unicorn,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Unicorn,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Unicorn,2022,BS6,Fuel_Injection,Steel,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Unicorn,2024,BS6-Phase2,Fuel_Injection,Steel,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,Hornet 2.0,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,Hornet 2.0,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,Hornet 2.0,2022,BS6,Fuel_Injection,Steel,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,Hornet 2.0,2024,BS6-Phase2,Fuel_Injection,Steel,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Honda,CB350,2016,BS3,Carburettor,Steel,5,Honda India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Honda,CB350,2019,BS4,Carburettor,Steel,10,Honda India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Honda,CB350,2022,BS6,Fuel_Injection,Steel,10,Honda India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Honda,CB350,2024,BS6-Phase2,Fuel_Injection,Steel,20,Honda India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Bajaj,Pulsar 150,2016,BS3,Carburettor,Steel,5,Bajaj India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Bajaj,Pulsar 150,2019,BS4,Carburettor,Steel,10,Bajaj India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Bajaj,Pulsar 150,2022,BS6,Fuel_Injection,Steel,10,Bajaj India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Bajaj,Pulsar 150,2024,BS6-Phase2,Fuel_Injection,Steel,20,Bajaj India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Bajaj,Pulsar 220F,2016,BS3,Carburettor,Steel,5,Bajaj India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Bajaj,Pulsar 220F,2019,BS4,Carburettor,Steel,10,Bajaj India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Bajaj,Pulsar 220F,2022,BS6,Fuel_Injection,Steel,10,Bajaj India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Bajaj,Pulsar 220F,2024,BS6-Phase2,Fuel_Injection,Steel,20,Bajaj India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Bajaj,Pulsar NS200,2016,BS3,Carburettor,Steel,5,Bajaj India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Bajaj,Pulsar NS200,2019,BS4,Carburettor,Steel,10,Bajaj India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Bajaj,Pulsar NS200,2022,BS6,Fuel_Injection,Steel,10,Bajaj India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Bajaj,Pulsar NS200,2024,BS6-Phase2,Fuel_Injection,Steel,20,Bajaj India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Bajaj,Platina,2016,BS3,Carburettor,Steel,5,Bajaj India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Bajaj,Platina,2019,BS4,Carburettor,Steel,10,Bajaj India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Bajaj,Platina,2022,BS6,Fuel_Injection,Steel,10,Bajaj India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Bajaj,Platina,2024,BS6-Phase2,Fuel_Injection,Steel,20,Bajaj India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Bajaj,CT100,2016,BS3,Carburettor,Steel,5,Bajaj India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Bajaj,CT100,2019,BS4,Carburettor,Steel,10,Bajaj India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Bajaj,CT100,2022,BS6,Fuel_Injection,Steel,10,Bajaj India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Bajaj,CT100,2024,BS6-Phase2,Fuel_Injection,Steel,20,Bajaj India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Bajaj,Avenger 220,2016,BS3,Carburettor,Steel,5,Bajaj India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Bajaj,Avenger 220,2019,BS4,Carburettor,Steel,10,Bajaj India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Bajaj,Avenger 220,2022,BS6,Fuel_Injection,Steel,10,Bajaj India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Bajaj,Avenger 220,2024,BS6-Phase2,Fuel_Injection,Steel,20,Bajaj India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Bajaj,Dominar 400,2016,BS3,Carburettor,Steel,5,Bajaj India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Bajaj,Dominar 400,2019,BS4,Carburettor,Steel,10,Bajaj India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Bajaj,Dominar 400,2022,BS6,Fuel_Injection,Steel,10,Bajaj India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Bajaj,Dominar 400,2024,BS6-Phase2,Fuel_Injection,Steel,20,Bajaj India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
TVS,Apache RTR 160,2016,BS3,Carburettor,Steel,5,TVS India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
TVS,Apache RTR 160,2019,BS4,Carburettor,Steel,10,TVS India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
TVS,Apache RTR 160,2022,BS6,Fuel_Injection,Steel,10,TVS India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
TVS,Apache RTR 160,2024,BS6-Phase2,Fuel_Injection,Steel,20,TVS India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
TVS,Apache RTR 200,2016,BS3,Carburettor,Steel,5,TVS India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
TVS,Apache RTR 200,2019,BS4,Carburettor,Steel,10,TVS India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
TVS,Apache RTR 200,2022,BS6,Fuel_Injection,Steel,10,TVS India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
TVS,Apache RTR 200,2024,BS6-Phase2,Fuel_Injection,Steel,20,TVS India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
TVS,Radeon,2016,BS3,Carburettor,Steel,5,TVS India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
TVS,Radeon,2019,BS4,Carburettor,Steel,10,TVS India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
TVS,Radeon,2022,BS6,Fuel_Injection,Steel,10,TVS India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
TVS,Radeon,2024,BS6-Phase2,Fuel_Injection,Steel,20,TVS India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
TVS,Sport,2016,BS3,Carburettor,Steel,5,TVS India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
TVS,Sport,2019,BS4,Carburettor,Steel,10,TVS India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
TVS,Sport,2022,BS6,Fuel_Injection,Steel,10,TVS India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
TVS,Sport,2024,BS6-Phase2,Fuel_Injection,Steel,20,TVS India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
TVS,Raider 125,2016,BS3,Carburettor,Steel,5,TVS India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
TVS,Raider 125,2019,BS4,Carburettor,Steel,10,TVS India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
TVS,Raider 125,2022,BS6,Fuel_Injection,Steel,10,TVS India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
TVS,Raider 125,2024,BS6-Phase2,Fuel_Injection,Steel,20,TVS India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Royal Enfield,Classic 350,2016,BS3,Carburettor,Steel,5,Royal Enfield India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Royal Enfield,Classic 350,2019,BS4,Carburettor,Steel,10,Royal Enfield India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Royal Enfield,Classic 350,2022,BS6,Fuel_Injection,Steel,10,Royal Enfield India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Royal Enfield,Classic 350,2024,BS6-Phase2,Fuel_Injection,Steel,20,Royal Enfield India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Royal Enfield,Bullet 350,2016,BS3,Carburettor,Steel,5,Royal Enfield India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Royal Enfield,Bullet 350,2019,BS4,Carburettor,Steel,10,Royal Enfield India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Royal Enfield,Bullet 350,2022,BS6,Fuel_Injection,Steel,10,Royal Enfield India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Royal Enfield,Bullet 350,2024,BS6-Phase2,Fuel_Injection,Steel,20,Royal Enfield India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Royal Enfield,Meteor 350,2016,BS3,Carburettor,Steel,5,Royal Enfield India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Royal Enfield,Meteor 350,2019,BS4,Carburettor,Steel,10,Royal Enfield India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Royal Enfield,Meteor 350,2022,BS6,Fuel_Injection,Steel,10,Royal Enfield India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Royal Enfield,Meteor 350,2024,BS6-Phase2,Fuel_Injection,Steel,20,Royal Enfield India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Royal Enfield,Hunter 350,2016,BS3,Carburettor,Steel,5,Royal Enfield India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Royal Enfield,Hunter 350,2019,BS4,Carburettor,Steel,10,Royal Enfield India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Royal Enfield,Hunter 350,2022,BS6,Fuel_Injection,Steel,10,Royal Enfield India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Royal Enfield,Hunter 350,2024,BS6-Phase2,Fuel_Injection,Steel,20,Royal Enfield India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Royal Enfield,Himalayan,2016,BS3,Carburettor,Steel,5,Royal Enfield India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Royal Enfield,Himalayan,2019,BS4,Carburettor,Steel,10,Royal Enfield India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Royal Enfield,Himalayan,2022,BS6,Fuel_Injection,Steel,10,Royal Enfield India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Royal Enfield,Himalayan,2024,BS6-Phase2,Fuel_Injection,Steel,20,Royal Enfield India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Yamaha,FZ-S,2016,BS3,Carburettor,Steel,5,Yamaha India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Yamaha,FZ-S,2019,BS4,Carburettor,Steel,10,Yamaha India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Yamaha,FZ-S,2022,BS6,Fuel_Injection,Steel,10,Yamaha India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Yamaha,FZ-S,2024,BS6-Phase2,Fuel_Injection,Steel,20,Yamaha India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Yamaha,MT-15,2016,BS3,Carburettor,Steel,5,Yamaha India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Yamaha,MT-15,2019,BS4,Carburettor,Steel,10,Yamaha India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Yamaha,MT-15,2022,BS6,Fuel_Injection,Steel,10,Yamaha India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Yamaha,MT-15,2024,BS6-Phase2,Fuel_Injection,Steel,20,Yamaha India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Yamaha,R15,2016,BS3,Carburettor,Steel,5,Yamaha India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Yamaha,R15,2019,BS4,Carburettor,Steel,10,Yamaha India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Yamaha,R15,2022,BS6,Fuel_Injection,Steel,10,Yamaha India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Yamaha,R15,2024,BS6-Phase2,Fuel_Injection,Steel,20,Yamaha India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Yamaha,Saluto,2016,BS3,Carburettor,Steel,5,Yamaha India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Yamaha,Saluto,2019,BS4,Carburettor,Steel,10,Yamaha India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Yamaha,Saluto,2022,BS6,Fuel_Injection,Steel,10,Yamaha India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Yamaha,Saluto,2024,BS6-Phase2,Fuel_Injection,Steel,20,Yamaha India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Suzuki,Gixxer,2016,BS3,Carburettor,Steel,5,Suzuki India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Suzuki,Gixxer,2019,BS4,Carburettor,Steel,10,Suzuki India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Suzuki,Gixxer,2022,BS6,Fuel_Injection,Steel,10,Suzuki India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Suzuki,Gixxer,2024,BS6-Phase2,Fuel_Injection,Steel,20,Suzuki India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Suzuki,Gixxer SF,2016,BS3,Carburettor,Steel,5,Suzuki India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Suzuki,Gixxer SF,2019,BS4,Carburettor,Steel,10,Suzuki India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Suzuki,Gixxer SF,2022,BS6,Fuel_Injection,Steel,10,Suzuki India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Suzuki,Gixxer SF,2024,BS6-Phase2,Fuel_Injection,Steel,20,Suzuki India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
Suzuki,Intruder,2016,BS3,Carburettor,Steel,5,Suzuki India public compliance statement / ARAI BS3 rollout schedule (aggregated pattern)
Suzuki,Intruder,2019,BS4,Carburettor,Steel,10,Suzuki India public compliance statement / ARAI BS4 rollout schedule (aggregated pattern)
Suzuki,Intruder,2022,BS6,Fuel_Injection,Steel,10,Suzuki India public compliance statement / ARAI BS6 rollout schedule (aggregated pattern)
Suzuki,Intruder,2024,BS6-Phase2,Fuel_Injection,Steel,20,Suzuki India public compliance statement / ARAI BS6-Phase2 rollout schedule (aggregated pattern)
